campaign_id,customer_id,channel,campaign_date,impressions,clicks,conversions,spend,revenue,retained
1046,13019,Google Ads,03/04/2023,639,2670,0,434.7,0,1
1006,10427,Google Ads,18/04/2024,6523,2641,1,56.91,72.19,1
1047,14776,Email,23/05/2024,2869,493,1,232.4,354.84,1
1080,15852,Email,17/07/2023,3306,144,0,493.25,0,0
1068,19995,Instagram,24/04/2024,4612,,0,406.52,0,1
1048,13758,Email,24/07/2024,7664,1743,1,157.68,243.32,0
1053,13063,Instagram,10/01/2023,756,3423,0,322.48,0,0
1024,18046,Facebook,06/01/2023,7407,2289,0,467.77,0,0
1078,19015,Google Ads,17/06/2024,2712,558,0,108.15,0,0
1080,18250,SEO,21/09/2023,3288,2259,0,215.88,0,0
1055,17925,Email,02/07/2024,789,521,1,208.72,281.48,0
1035,17149,Email,02/12/2024,6286,1663,0,8.25,0,0
1084,11244,Email,02/05/2024,3312,1077,0,343.09,0,0
1007,18367,Instagram,18/11/2023,1338,2002,0,282.85,0,0
1022,10148,Affiliate,06/01/2023,372,2572,0,16.57,0,0
1077,14050,Affiliate,06/12/2023,7158,2653,0,491.82,0,0
1079,16180,Facebook,01/01/2024,119,1526,0,37.74,0,0
1059,14848,,15/12/2024,7822,119,0,147.7,0,0
1015,17652,Email,22/10/2023,1991,3761,0,248.77,0,0
1073,10879,Affiliate,06/03/2024,9576,742,1,294.59,570.02,0
1063,15087,SEO,24/04/2023,1839,4713,0,343.7,0,0
1031,15299,Affiliate,05/02/2024,5148,3775,0,499.07,0,0
1037,11185,Email,05/07/2023,8391,3486,0,235.32,0,0
1007,15747,Email,06/09/2023,9048,4654,0,375.17,0,1
1021,16413,Google Ads,02/03/2024,5817,1707,0,248.63,0,1
1044,16445,Google Ads,10/03/2024,2356,4711,0,17.35,0,0
1019,11267,Google Ads,10/11/2023,1756,2723,0,432.65,0,0
1002,14995,Google Ads,11/12/2024,2659,1365,0,355.34,0,0
1032,16761,Affiliate,17/08/2024,9788,,0,76.82,0,0
1044,18239,SEO,29/10/2023,8058,3453,0,445.89,0,0
1008,18961,,06/12/2023,1063,1722,0,54.82,0,1
1084,17512,SEO,31/01/2024,2651,1553,0,42.75,0,1
1027,14522,,27/11/2023,7262,471,0,359.09,0,0
1039,10565,Instagram,18/02/2023,8295,2627,0,383.05,0,0
1066,14161,Affiliate,21/12/2023,2440,1621,0,410.21,0,0
1060,17770,Facebook,30/01/2024,542,304,0,124.45,0,0
1080,19795,SEO,02/09/2024,717,2771,0,427.34,0,0
1002,18306,Facebook,16/10/2023,3245,4741,0,270.25,0,0
1060,12093,Email,01/07/2024,6655,903,1,388.03,749.33,0
1085,11982,Facebook,13/02/2024,8769,763,1,344.67,723.42,0
1024,16594,Affiliate,10/03/2024,6332,3855,1,214.37,322.7,0
1093,14118,Email,11/02/2023,2123,3174,0,348.14,0,0
1096,15660,Affiliate,29/12/2023,6009,3709,1,476.51,1338.61,1
1092,13285,Affiliate,24/09/2024,2258,3151,0,285.65,0,0
1089,10305,,07/07/2023,879,3474,0,210.71,0,0
1030,19864,Affiliate,09/03/2024,3653,3094,0,83.38,0,1
1070,10295,Facebook,03/03/2023,5113,4658,1,29.31,69.89,0
1020,11401,SEO,17/10/2023,9333,3213,1,27.8,42.85,1
1006,11536,SEO,02/02/2024,7202,1427,0,429.4,0,0
1013,16976,SEO,12/02/2024,4413,3901,0,360.59,0,0
1016,17819,Facebook,16/11/2023,3423,390,0,155.94,0,1
1039,16026,Google Ads,07/05/2023,3104,604,0,365.47,0,0
1041,14959,Email,03/08/2024,4237,2504,0,365.16,0,1
1037,16818,Google Ads,09/08/2024,9985,3544,0,14.54,0,0
1041,17024,Email,02/09/2023,5516,4822,0,45.46,0,1
1089,11140,SEO,25/02/2023,5686,4327,0,35.91,0,0
1011,14576,,27/01/2024,9800,4102,0,324.56,0,0
1012,19647,Affiliate,06/01/2024,5021,4148,1,256.34,605.74,0
1064,19954,Email,15/08/2023,1686,3798,0,366,0,0
1059,14897,Google Ads,19/12/2023,7906,82,0,51.13,0,0
1041,14864,Affiliate,25/07/2023,7146,613,0,153.74,0,0
1070,15271,Affiliate,28/11/2024,2549,3703,0,177.39,0,0
1080,11999,Google Ads,24/08/2024,4232,2721,0,349.81,0,0
1000,15637,Google Ads,22/05/2023,6080,2125,1,210.9,514.35,0
1030,13477,Affiliate,15/01/2026,9493,675,1,402.02,792.5,0
1026,11758,SEO,01/08/2023,6128,4123,0,222.66,0,0
1014,12210,Affiliate,29/07/2024,649,80,0,237.61,0,0
1011,11547,Email,22/12/2024,8156,1094,1,39.41,77.58,0
1089,19319,SEO,05/10/2024,2257,2227,0,481.37,0,1
1094,15592,SEO,10/01/2024,1243,4220,0,36.39,0,0
1047,18599,Email,02/11/2024,8135,2201,0,450.78,0,1
1016,15447,Instagram,08/04/2023,4098,1416,0,285.15,0,0
1083,18697,Email,16/06/2023,7187,900,0,254.5,0,0
1061,12648,instagram,10/01/2023,4582,779,0,256.52,0,1
1058,19421,SEO,25/01/2024,6646,959,0,371.44,0,0
1012,16196,Google Ads,24/08/2023,4323,3728,1,458.99,656.19,0
1008,12358,Google Ads,02/10/2024,1615,4010,0,466,0,1
1063,10234,SEO,21/12/2024,8672,3938,0,228.9,0,1
1052,11384,SEO,17/03/2023,6825,3663,1,117.74,154.32,0
1079,14675,SEO,18/11/2023,8287,4926,0,341.74,0,0
1072,16044,SEO,24/11/2023,2802,3411,1,371.89,532.4,0
1018,12006,SEO,25/09/2023,1458,3539,1,350.07,826.41,0
1046,13099,Affiliate,29/04/2024,518,3625,0,50.05,0,0
1014,15412,Facebook,02/06/2023,964,4544,0,69.48,0,1
1089,12829,Email,28/05/2023,2420,4423,0,186.61,0,1
1016,18573,Google Ads,10/08/2024,5463,4399,1,100.09,186.23,0
1058,14953,Google Ads,19/04/2023,7271,498,0,181.94,0,1
1003,13777,Instagram,04/01/2023,7984,1113,0,23.23,0,0
1068,11725,Google Ads,14/12/2024,4575,1521,0,332.23,0,0
1089,14885,Instagram,04/08/2023,2190,358,0,11.11,0,0
1049,18592,Google Ads,23/05/2023,5822,2991,0,170.42,0,0
1040,17689,Google Ads,17/06/2023,3770,2037,0,455.12,0,1
1035,16050,SEO,26/03/2023,1736,3986,0,269.06,0,0
1085,13551,Email,02/02/2024,1625,2167,0,94.58,0,0
1042,19060,SEO,09/12/2023,9255,2292,0,431.36,0,0
1070,16071,Affiliate,10/09/2023,9035,2860,0,231.48,0,1
1038,14261,Facebook,26/06/2023,2223,4434,0,224.28,0,0
1020,17436,Affiliate,16/03/2023,7009,2180,0,43.99,0,1
1050,10306,Facebook,15/09/2024,3692,719,0,276.91,0,0
1017,11860,Facebook,03/05/2024,1630,624,0,443.61,0,0
1033,14760,Instagram,11/08/2023,2516,4808,0,118.57,0,0
1031,12659,Facebook,02/12/2023,6854,928,0,308.91,0,0
1039,17615,Facebook,23/05/2024,3564,3931,0,273.69,0,0
1098,18284,Email,06/12/2023,2633,4741,0,,0,0
1033,15951,Email,16/08/2023,344,2818,0,474.95,0,0
1084,11410,Google Ads,24/08/2023,1169,1243,0,142.43,0,1
1034,13823,Google Ads,02/11/2023,3274,4419,1,164.32,265.08,0
1007,15370,Google Ads,11/08/2024,5733,1680,0,164.1,0,0
1076,11561,Instagram,07/04/2024,434,2453,1,5.72,16.64,0
1024,19245,Email,28/03/2024,7616,4012,0,77.27,0,0
1082,16051,SEO,21/02/2024,3864,1574,0,5.61,0,0
1093,15906,Affiliate,27/09/2023,6432,2186,1,302.14,865.1,0
1053,14607,Affiliate,09/01/2024,4621,1041,0,167.89,0,0
1026,18298,SEO,21/10/2024,2774,2766,0,406.93,0,0
1028,15423,Google Ads,28/05/2024,7096,4636,1,138.69,398.6,1
1090,17903,Instagram,17/09/2024,6993,932,0,109.16,0,0
1076,17145,Instagram,05/02/2024,3162,931,1,129.46,306.69,0
1049,17975,Facebook,08/11/2023,5310,275,0,70.85,0,1
1028,12870,Facebook,15/02/2024,9043,529,0,409.47,0,0
1012,10973,Email,01/03/2023,3658,2286,0,280.27,0,1
1050,15167,Email,14/12/2023,142,1785,0,391.89,0,0
1083,11637,Google Ads,23/02/2023,1798,3639,0,75.05,0,0
1036,10104,Affiliate,07/08/2023,8544,4608,0,324.37,0,0
1044,11312,Instagram,03/05/2024,1750,2020,0,468.58,0,0
1063,18839,Affiliate,26/02/2024,1838,4527,0,178.89,0,0
1053,14833,SEO,08/01/2023,4084,1914,0,222.36,0,0
1012,15944,Instagram,23/03/2024,5542,1411,0,258.81,0,0
1077,13194,Email,01/01/2023,2242,386,0,283.83,0,0
1001,19054,SEO,25/09/2024,3818,2414,0,146.86,0,0
1076,10671,Instagram,01/04/2023,4018,1395,0,49.71,0,0
1007,18754,Instagram,30/09/2023,5209,4020,0,121.96,0,0
1052,15656,Google Ads,11/02/2023,2919,82,0,62.36,0,1
1007,11485,Affiliate,10/08/2024,3606,873,0,489.99,0,1
1052,12057,Instagram,03/11/2023,7385,1407,0,395.17,0,1
1096,17044,Facebook,04/07/2023,5984,4247,0,223.25,0,1
1088,16059,Email,29/01/2024,2814,4613,0,353.71,0,1
1074,15679,Email,15/10/2024,3226,3238,0,450.87,0,1
1027,18128,SEO,28/11/2023,415,1130,0,262.09,0,1
1052,12846,Instagram,11/06/2023,8307,1514,0,300.75,0,1
1022,19552,Email,23/08/2024,7643,1405,0,319.88,0,0
1072,10508,Instagram,16/05/2023,5728,4585,0,40.5,0,1
1070,14522,Affiliate,22/02/2023,3911,,0,110.46,0,1
1060,19940,Email,18/06/2024,6071,235,0,17.52,0,1
1024,15202,SEO,08/10/2023,1960,2343,0,131.98,0,0
1040,18027,Google Ads,02/06/2023,8973,2433,0,57.54,0,1
1055,14428,Email,27/10/2023,9741,1991,0,402.18,0,0
1097,16697,Affiliate,19/06/2024,7028,4698,0,10.32,0,1
1090,14127,Email,07/08/2024,3953,4273,0,134.01,0,1
1076,10965,email,06/07/2023,8038,2032,1,273.73,648.51,0
1045,17340,Google Ads,07/11/2023,7651,2231,0,73.64,0,0
1015,16205,SEO,17/10/2024,9778,1890,0,49.95,0,0
1066,13604,SEO,29/05/2023,5717,2566,0,261.59,0,0
1048,18135,Facebook,17/01/2024,7853,3777,1,285.55,549.63,0
1089,16843,Affiliate,21/02/2023,9809,4676,0,456.71,0,1
1087,18825,SEO,25/04/2023,9135,1444,0,297.25,0,0
1086,18015,Facebook,04/04/2023,8480,3231,0,397.34,0,0
1045,19005,,16/07/2023,3579,2865,0,365.77,0,1
1079,15249,Email,25/08/2023,2222,4703,0,359.9,0,0
1093,15748,SEO,25/12/2024,8452,1156,0,254.48,0,0
1087,14587,Google Ads,15/07/2024,1000,1446,0,277.9,0,0
1002,19376,SEO,24/04/2023,3033,257,0,423.89,0,1
1037,19587,SEO,29/01/2024,1399,3106,0,340.24,0,0
1021,15602,Google Ads,28/11/2023,4317,2082,0,126.04,0,0
1019,10723,Email,19/07/2023,6176,3077,0,452.18,0,1
1036,14270,Instagram,07/07/2023,8373,2259,0,250.46,0,0
1073,15251,SEO,20/07/2023,5141,2246,0,,0,0
1005,15295,Google Ads,14/03/2024,1326,98,0,382.27,0,0
1052,15293,SEO,28/06/2023,4465,,0,370.7,0,0
1039,10248,Facebook,14/07/2023,9212,2209,1,188.56,364.87,0
1014,16553,seo,17/04/2024,7764,1680,0,205.39,0,0
1088,16615,Facebook,07/11/2024,9961,3580,0,203.54,0,0
1071,11732,Email,26/04/2023,223,2892,0,84.79,0,1
1057,16182,Google Ads,03/06/2023,8221,2192,0,489.34,0,1
1086,11368,Instagram,29/02/2024,8400,814,0,251.37,0,0
1052,19429,Email,07/07/2023,9865,4178,0,169.68,0,0
1093,10654,SEO,22/12/2024,3440,2843,1,315.43,499.22,0
1093,12369,Affiliate,04/05/2023,8276,4470,0,31.32,0,0
1078,15189,SEO,13/05/2024,2142,843,0,167.42,0,1
1042,15482,SEO,25/02/2024,8580,2679,0,444.95,0,0
1046,13312,Facebook,19/12/2023,1297,1418,0,110.93,0,0
1024,18649,SEO,10/01/2023,2378,377,0,67.87,0,0
1000,16124,Affiliate,03/07/2024,5060,1264,0,98.04,0,0
1042,13080,Email,30/01/2023,4820,,0,268.53,0,0
1060,14355,Facebook,24/10/2023,1688,2678,0,175.99,0,0
1039,13465,Google Ads,27/09/2023,8661,719,0,271.56,0,1
1009,19449,Facebook,19/07/2023,1809,797,0,227.64,0,0
1078,15230,Google Ads,12/07/2024,4868,4904,0,116.02,0,0
1092,10929,Affiliate,29/06/2023,8061,2053,0,260.93,0,0
1071,13671,Google Ads,28/01/2023,9063,1699,0,16.05,0,0
1024,19174,Facebook,23/07/2024,4778,1106,0,,0,0
1086,15756,SEO,13/12/2023,9808,317,0,490.92,0,0
1091,19787,Instagram,08/01/2024,7526,3552,1,488.7,1096.05,0
1032,13357,Email,03/06/2023,9276,366,0,395.7,0,0
1007,16121,SEO,04/11/2024,7867,179,0,19.85,0,1
1039,18111,Instagram,26/02/2024,8389,4309,0,404.1,0,0
1091,17586,Email,22/06/2024,4175,4507,0,250.1,0,1
1081,18879,Facebook,12/02/2023,5430,1452,0,179.02,0,0
1010,12793,Affiliate,20/06/2024,6390,349,0,58.43,0,0
1027,11590,Email,10/09/2024,3767,2124,0,54.11,0,0
1050,13385,Instagram,05/04/2023,3676,594,0,362.06,0,0
1020,14364,Google Ads,17/03/2023,8290,573,0,215.06,0,0
1011,12337,Affiliate,26/11/2023,3093,4038,0,410.61,0,0
1093,16261,Instagram,10/06/2024,1360,836,0,118.89,0,0
1025,13064,Instagram,15/05/2024,7653,4500,0,285.49,0,0
1014,11331,Affiliate,09/10/2023,1828,2464,0,57.99,0,0
1091,17960,Google Ads,19/04/2023,6681,748,0,264.43,0,0
1070,17050,Email,28/03/2023,4568,2546,0,281.51,0,0
1055,15630,Instagram,24/05/2023,7801,1866,0,66.8,0,0
1095,16583,Affiliate,18/06/2023,7548,3203,0,97.66,0,1
1030,14409,Affiliate,18/04/2024,4983,3249,0,445.25,0,0
1017,19910,Email,22/01/2023,3163,1327,0,51.04,0,0
1020,18727,Email,09/06/2023,8406,4905,0,38.41,0,1
1092,14090,Facebook,22/03/2024,367,-4837,0,23.76,0,1
1004,18469,Instagram,15/09/2023,8673,-148,0,255.3,0,0
1029,18130,Facebook,12/03/2023,9051,4195,0,190.37,0,0
1080,18216,Instagram,04/04/2024,7321,3369,0,280.84,0,0
1015,13591,Google Ads,04/06/2024,4856,4533,0,175.89,0,0
1008,13247,Google Ads,18/12/2023,1933,4129,0,59.21,0,0
1024,15869,Email,03/12/2024,6922,2278,0,235.46,0,0
1014,11740,SEO,04/11/2024,1244,4192,0,93.03,0,0
1083,19638,Affiliate,26/08/2024,3554,3769,0,95.71,0,0
1060,11716,SEO,19/05/2023,9841,41,0,487.34,0,0
1075,18382,Instagram,21/10/2023,717,4900,0,157.6,0,0
1026,12128,SEO,14/01/2023,3119,4207,1,152.82,197.2,1
1064,14996,Email,21/12/2024,750,4699,0,283.17,0,1
1058,10804,,14/07/2023,8196,2496,0,463.23,0,0
1044,15624,email,20/06/2024,5266,2269,0,188.74,0,1
1091,15959,Google Ads,10/04/2024,5104,2563,0,456.81,0,0
1080,18226,Email,29/09/2023,9951,1196,0,333.09,0,0
1013,19053,SEO,08/04/2024,9380,4993,0,71.64,0,0
1084,14593,Google Ads,23/02/2024,3443,4245,0,192.73,0,0
1028,19931,Email,06/05/2024,653,1877,0,230.09,0,0
1098,13042,Facebook,02/12/2024,5296,4226,0,48.28,0,1
1082,16152,Affiliate,08/01/2024,8653,1605,0,245.21,0,0
1065,18831,Affiliate,28/03/2024,1597,3507,0,164.88,0,0
1077,17230,Google Ads,14/10/2024,1141,2413,0,455.29,0,0
1081,16632,Instagram,08/08/2023,6879,2195,0,125.64,0,0
1075,14929,Facebook,15/09/2024,3803,4876,0,298.98,0,1
1016,12118,Instagram,11/07/2023,8186,746,0,225.78,0,0
1029,15308,SEO,06/04/2023,8183,614,0,251.05,0,1
1060,11495,Email,26/04/2024,5157,4768,0,464.4,0,1
1015,10872,Google Ads,04/11/2023,3964,4445,0,87.04,0,0
1032,13238,Facebook,25/02/2023,1360,2554,0,499.42,0,0
1059,10704,SEO,30/05/2024,6868,849,0,440.39,0,0
1004,16094,Affiliate,14/01/2024,4439,1062,0,381.55,0,0
1019,11476,Google Ads,04/05/2024,9799,3868,1,155.91,388.23,0
1050,10665,SEO,13/09/2024,6360,,0,232.73,0,0
1039,16264,Google Ads,06/07/2024,7606,4527,0,377.57,0,0
1056,16381,Facebook,25/04/2024,9142,4106,0,134.83,0,0
1065,15562,Facebook,25/08/2024,5685,4881,1,123.94,220.83,0
1091,11502,Email,15/02/2024,5616,4403,0,56.21,0,0
1079,13985,Google Ads,18/06/2023,4445,3165,0,46.42,0,1
1008,11909,Instagram,28/10/2023,5297,3552,1,459.1,1255.82,0
1051,10443,Google Ads,25/07/2023,615,1609,0,309.51,0,0
1071,12670,SEO,27/07/2023,7350,3395,0,448.88,0,0
1010,12901,Email,14/10/2023,5089,3069,0,325.95,0,1
1013,15327,Affiliate,20/02/2024,1305,3598,0,30.34,0,0
1065,13424,SEO,06/06/2024,328,4372,0,,0,1
1085,14077,Affiliate,25/03/2023,1463,2736,1,165.01,200.61,1
1041,11694,Affiliate,15/02/2024,9881,3177,0,409.53,0,0
1044,18376,Email,20/04/2023,8216,3588,0,320.53,0,0
1042,15735,Affiliate,09/08/2024,8526,3256,1,204.74,599.94,0
1011,15518,Facebook,27/12/2023,4735,4442,1,287.64,475.17,0
1019,18120,SEO,02/07/2023,3872,1353,0,477.1,0,0
1041,10289,Affiliate,16/03/2024,5835,228,0,470.22,0,0
1016,15704,Facebook,16/06/2024,6154,4096,1,353.73,708.08,0
1057,12939,Affiliate,21/12/2024,3808,3319,0,58.06,0,1
1035,13540,SEO,18/04/2023,9912,952,0,422.18,0,1
1072,15492,Affiliate,30/09/2023,784,2000,0,438.03,0,0
1009,13071,Instagram,03/04/2023,6396,4865,0,255.76,0,0
1084,17989,Affiliate,28/02/2024,9044,2670,0,424.21,0,1
1087,13408,Google Ads,07/10/2024,2721,3386,0,19.44,0,1
1005,10354,Email,13/10/2023,9355,3828,0,232.19,0,1
1083,16278,Email,19/10/2023,3759,2005,1,192.4,504.69,0
1016,11979,Email,04/03/2023,4512,1028,0,184.52,0,1
1097,16068,Instagram,24/07/2023,8036,3821,0,137.33,0,0
1049,19347,Instagram,01/12/2023,8371,728,0,219.91,0,0
1072,15805,Facebook,18/03/2024,6998,3296,0,150.28,0,1
1045,10697,SEO,03/08/2023,3369,4121,0,-356.67,0,0
1058,14492,SEO,24/11/2023,2952,2961,0,318.55,0,0
1099,13347,SEO,02/01/2023,6489,2926,0,45.5,0,0
1041,15969,SEO,13/12/2024,2121,1927,0,204.33,0,0
1000,14030,Facebook,12/06/2024,1898,4333,1,456.66,971.12,1
1054,10941,SEO,16/07/2024,9549,1831,0,116.36,0,0
1035,16403,Email,01/09/2023,4410,673,0,11.55,0,1
1083,14075,Affiliate,28/03/2024,7290,1509,0,88.57,0,1
1025,12037,Affiliate,11/12/2024,1800,2249,0,354.36,0,0
1017,16932,Instagram,27/06/2024,696,2327,0,179.22,0,1
1086,12246,Facebook,20/12/2023,3965,3219,0,274.2,0,0
1042,12673,Facebook,26/03/2024,2151,1611,0,86.57,0,0
1014,10084,SEO,13/10/2024,5832,74,0,314.88,0,0
1064,14592,Google Ads,24/03/2023,6371,2635,0,375.48,0,0
1097,14691,Facebook,21/05/2023,7154,947,0,436.75,0,0
1098,13523,Google Ads,24/07/2024,8613,327,0,206.75,0,0
1037,14193,Instagram,15/04/2023,5321,1048,0,213.84,0,1
1030,11967,Email,19/05/2023,8487,3324,0,392.13,0,0
1038,11040,Google Ads,12/03/2024,7075,4323,0,113.8,0,0
1080,15319,Affiliate,17/11/2024,5760,1540,0,455.3,0,1
1027,15266,Google Ads,23/11/2023,4254,4542,0,446.95,0,1
1057,14701,,05/08/2024,6283,4227,0,61.62,0,0
1060,14988,Facebook,25/09/2023,9778,4202,1,487.33,827.68,0
1018,17001,Email,23/04/2024,9168,3735,0,74.92,0,0
1038,15797,Google Ads,29/12/2023,2351,1819,0,405.63,0,1
1017,19840,Affiliate,04/06/2024,0,4866,0,340.15,0,0
1034,12807,SEO,22/12/2023,7567,289,0,491.23,0,0
1048,10171,Instagram,20/03/2023,9258,1440,0,136.53,0,0
1007,17871,Email,16/07/2023,4810,1928,0,52.34,0,0
1067,17874,SEO,17/07/2023,4607,499,0,347.19,0,0
1006,18753,Google Ads,07/01/2024,7583,399,0,107.35,0,0
1034,14649,Instagram,30/07/2023,5530,222,1,180.73,250.05,1
1081,13648,Affiliate,29/11/2024,4370,4274,0,442.43,0,0
1045,11497,SEO,30/12/2024,971,4761,0,205.5,0,0
1081,16531,Affiliate,17/10/2024,9525,266,0,18.64,0,1
1075,17083,Instagram,30/01/2024,7701,196,0,310.11,0,1
1003,14076,Affiliate,15/08/2024,3127,1876,0,465.75,0,0
1023,13646,Affiliate,18/11/2024,7218,1665,0,130.84,0,1
1013,18950,Google Ads,06/08/2024,8252,1591,0,322.38,0,0
1026,18421,Email,28/07/2024,2123,3898,0,90.68,0,0
1079,15717,Email,25/06/2023,7704,2414,0,34.48,0,1
1074,17154,Facebook,12/09/2023,7151,1749,0,34.28,0,0
1011,16406,SEO,29/06/2024,8832,2184,0,455.79,0,0
1012,12846,Facebook,13/09/2024,2035,885,0,142.7,0,0
1072,19546,Email,31/05/2023,6699,1320,0,127.29,0,0
1048,11293,Facebook,01/05/2024,4609,1525,0,75.4,0,1
1025,10796,Affiliate,16/02/2023,9657,1854,0,241.75,0,1
1070,13708,Google Ads,24/05/2024,4372,3808,0,493.59,0,0
1047,17412,Google Ads,05/10/2024,7053,3611,0,79.08,0,0
1072,16190,SEO,18/06/2023,6635,3324,0,481.73,0,0
1022,12634,Google Ads,30/04/2023,8318,3087,0,497.57,0,0
1001,17101,SEO,19/11/2024,9740,2968,0,357.96,0,0
1054,16523,Facebook,07/12/2023,5235,4814,0,199.94,0,0
1008,10329,Email,29/05/2024,421,1398,0,215.75,0,0
1050,11270,Google Ads,30/07/2024,3438,1547,0,84.41,0,0
1084,10783,Instagram,24/03/2024,2290,1768,0,128.07,0,0
1086,13167,Affiliate,22/11/2024,7704,2126,0,182.07,0,1
1030,12922,SEO,03/07/2023,4281,3362,0,359.89,0,1
1037,18437,Google Ads,07/02/2023,5199,4481,0,155.18,0,1
1042,11389,Facebook,23/03/2024,2605,4348,0,372.5,0,0
1094,16805,Affiliate,04/03/2023,5585,2225,0,112.9,0,0
1048,17370,SEO,04/05/2023,6570,4293,0,,0,0
1054,16476,Google Ads,17/11/2023,8148,732,0,469.16,0,0
1041,17476,Facebook,27/04/2024,667,4165,0,20.24,0,0
1047,13534,SEO,01/07/2024,2996,3705,1,368.25,859.94,0
1063,19381,Facebook,06/12/2023,2523,2727,0,190.24,0,0
1091,10393,Instagram,15/12/2024,9304,3900,1,41.46,115.06,1
1021,18120,Instagram,09/05/2024,3058,2429,0,227.13,0,0
1011,19806,Instagram,22/06/2024,9035,2978,1,,498.98,0
1099,18775,Facebook,07/03/2024,9236,435,0,330.59,0,0
1081,17849,Affiliate,11/04/2024,9469,2567,0,344.68,0,0
1064,15079,SEO,04/09/2023,1525,4327,0,393.09,0,0
1048,14062,Affiliate,08/07/2024,4342,1107,0,312.6,0,1
1061,19724,Instagram,12/03/2023,5232,957,0,351.33,0,0
1036,15255,Facebook,29/01/2024,7218,2927,0,466.01,0,0
1006,14964,Email,08/09/2024,9897,3762,0,337.75,0,0
1005,13546,Instagram,02/04/2024,5490,1146,0,317.73,0,0
1078,14668,Google Ads,28/06/2023,6878,3674,0,137.23,0,0
1065,19554,Instagram,08/11/2024,4582,4296,0,36.13,0,0
1058,11253,Affiliate,30/07/2024,8933,71,0,42.7,0,0
1051,13989,Affiliate,21/09/2024,640,3096,0,390.59,0,0
1077,19859,Email,13/10/2024,3349,519,0,315.91,0,1
1066,11508,SEO,04/04/2024,7303,1201,0,247.58,0,0
1056,15952,Google Ads,07/04/2023,9762,-1345,0,,0,0
1090,16096,Email,24/11/2024,514,4909,0,24.72,0,0
1003,17529,SEO,26/12/2024,4042,2705,1,290.77,664.1,1
1075,13413,Facebook,01/06/2024,2908,2675,0,282.31,0,0
1054,11031,Google Ads,02/11/2023,3581,1993,0,52.18,0,0
1086,18491,Affiliate,01/11/2024,6740,768,1,361.87,667.71,0
1077,14959,Email,19/11/2024,2446,75,0,43.15,0,0
1026,14578,Facebook,25/03/2024,4126,1212,0,236.85,0,0
1063,17141,Facebook,27/05/2023,8695,4629,1,416.92,1183.2,1
1039,16866,Email,12/09/2024,6646,4225,0,327.51,0,0
1080,13773,Email,10/10/2023,7601,515,0,67.73,0,0
1018,16322,Email,17/02/2024,4796,3288,0,321.53,0,0
1083,19883,Google Ads,26/05/2024,7656,1309,0,452.33,0,0
1031,11348,SEO,03/11/2024,9096,4210,0,183.36,0,1
1021,19876,Affiliate,19/02/2023,4355,3142,0,39.59,0,0
1063,19990,SEO,19/02/2024,6210,2461,1,427.14,1093.74,0
1084,11409,Instagram,25/10/2024,2626,4194,0,-368.27,0,0
1046,13574,Email,20/07/2024,305,3246,0,455.02,0,1
1024,14866,Instagram,21/04/2023,7287,504,0,279.32,0,0
1062,15620,SEO,02/07/2024,169,2559,1,260.12,345.05,1
1028,19490,Facebook,20/11/2023,7829,1813,0,132.16,0,0
1024,17772,Email,11/09/2024,9811,1125,0,355.81,0,0
1036,19154,Email,03/05/2023,2174,4435,0,492.58,0,0
1001,16256,SEO,13/12/2023,8982,2294,0,143.77,0,1
1031,11781,Affiliate,19/11/2024,3145,3614,0,132.4,0,0
1033,11142,Facebook,03/03/2024,5129,2557,0,166.83,0,0
1028,19049,Affiliate,29/08/2024,887,1458,0,473.72,0,0
1040,17849,Email,15/01/2024,2416,-3131,0,326.09,0,0
1087,12912,SEO,03/07/2023,3208,3674,0,246.11,0,0
1011,16171,Instagram,24/04/2023,5029,332,0,91.14,0,0
1041,10578,Instagram,06/11/2024,8609,1593,0,293.93,0,1
1089,17310,Facebook,10/11/2024,2364,393,0,451.89,0,0
1072,14529,Facebook,25/05/2024,9261,1204,0,454.49,0,0
1080,11884,Email,29/10/2023,8144,1512,0,499.88,0,0
1011,14267,Email,27/07/2024,5507,4696,0,219.62,0,0
1044,17081,Email,17/12/2024,2702,4409,0,294.08,0,0
1045,15130,Email,08/12/2024,8309,3679,0,8.09,0,1
1093,11690,SEO,06/10/2023,1384,3287,0,193.37,0,0
1088,16441,Instagram,22/03/2023,5478,4146,0,189.81,0,0
1087,11019,,15/12/2024,9363,935,0,422.07,0,0
1096,17288,Google Ads,17/11/2023,5706,925,1,312.47,577.61,1
1091,12979,SEO,01/03/2023,4627,2490,1,18.92,35.24,0
1094,18669,Affiliate,23/09/2024,4390,1382,1,53.37,133.68,1
1008,14096,Facebook,22/11/2023,5853,3148,0,378.15,0,1
1035,11817,SEO,14/12/2024,4350,752,0,403.26,0,0
1006,14016,SEO,23/07/2023,1696,1177,0,354.16,0,0
1056,12482,Affiliate,16/10/2023,2786,1213,1,43.2,85.95,0
1023,14786,Affiliate,08/06/2024,4697,3895,1,325.04,542.57,0
1071,17394,Email,28/10/2024,9660,916,1,320.43,715.68,0
1000,10328,Google Ads,16/12/2024,1039,3162,0,402.01,0,1
1022,13085,SEO,04/09/2023,868,1680,0,90.6,0,0
1016,19786,Affiliate,22/05/2024,3337,2930,0,114.35,0,1
1019,17533,Affiliate,13/06/2024,9783,4342,0,171.95,0,0
1032,16158,Affiliate,18/06/2023,2851,937,0,252.54,0,0
